,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4907371,2015,11,3,2,OO,6340,N113SY,SFO,MSP,832,838.0,6.0,21.0,859.0,233.0,222.0,194.0,1589,1413.0,7.0,1425,1420.0,-5.0,0,0,,,,,,
2512364,2015,6,8,1,UA,465,N414UA,EWR,IAH,1535,1744.0,129.0,27.0,1811.0,225.0,219.0,184.0,1400,2015.0,8.0,1820,2023.0,123.0,0,0,,0.0,0.0,123.0,0.0,0.0
142514,2015,1,10,6,UA,1225,N37462,SAN,EWR,615,610.0,-5.0,25.0,635.0,321.0,316.0,282.0,2425,1417.0,9.0,1436,1426.0,-10.0,0,0,,,,,,
2235609,2015,5,22,5,WN,3739,N8618N,TPA,BWI,1120,1117.0,-3.0,8.0,1125.0,140.0,117.0,105.0,842,1310.0,4.0,1340,1314.0,-26.0,0,0,,,,,,
1334043,2015,3,27,5,OO,6535,N724SK,OKC,LAX,1626,1626.0,0.0,20.0,1646.0,201.0,186.0,157.0,1187,1723.0,9.0,1747,1732.0,-15.0,0,0,,,,,,
5458079,2015,12,8,2,WN,2670,N7740A,TPA,CMH,1625,1715.0,50.0,8.0,1723.0,130.0,120.0,108.0,829,1911.0,4.0,1835,1915.0,40.0,0,0,,0.0,0.0,0.0,40.0,0.0
1445536,2015,4,3,5,US,1849,N624AW,CLT,JAX,1319,1313.0,-6.0,22.0,1335.0,79.0,75.0,49.0,328,1424.0,4.0,1438,1428.0,-10.0,0,0,,,,,,
4402940,2015,10,2,5,DL,1065,N954DL,10529,10397,600,555.0,-5.0,15.0,610.0,155.0,160.0,133.0,859,823.0,12.0,835,835.0,0.0,0,0,,,,,,
5274651,2015,11,26,4,DL,506,N838DN,SJU,ATL,1520,1518.0,-2.0,11.0,1529.0,239.0,229.0,212.0,1547,1801.0,6.0,1819,1807.0,-12.0,0,0,,,,,,
3792079,2015,8,24,1,DL,1592,N801DZ,SAN,ATL,615,613.0,-2.0,24.0,637.0,268.0,251.0,223.0,1892,1320.0,4.0,1343,1324.0,-19.0,0,0,,,,,,
4551142,2015,10,11,7,WN,2964,N7706A,10140,10821,1430,1447.0,17.0,11.0,1458.0,225.0,257.0,198.0,1670,2016.0,48.0,2015,2104.0,49.0,0,0,,49.0,0.0,0.0,0.0,0.0
4441497,2015,10,4,7,WN,3209,N8600F,14107,10792,1550,1546.0,-4.0,6.0,1552.0,245.0,226.0,215.0,1912,2227.0,5.0,2255,2232.0,-23.0,0,0,,,,,,
4220769,2015,9,20,7,DL,1814,N920DL,ATL,PNS,1505,1501.0,-4.0,18.0,1519.0,77.0,71.0,47.0,271,1506.0,6.0,1522,1512.0,-10.0,0,0,,,,,,
2024234,2015,5,9,6,OO,6473,N924SW,DEN,EUG,1131,1218.0,47.0,15.0,1233.0,174.0,146.0,126.0,996,1339.0,5.0,1325,1344.0,19.0,0,0,,0.0,0.0,0.0,19.0,0.0
5302218,2015,11,28,6,B6,531,N587JB,SLC,LGB,1855,1906.0,11.0,10.0,1916.0,109.0,102.0,89.0,588,1945.0,3.0,1944,1948.0,4.0,0,0,,,,,,
4100923,2015,9,12,6,WN,4475,N454WN,SJC,BUR,1900,1859.0,-1.0,7.0,1906.0,60.0,55.0,45.0,296,1951.0,3.0,2000,1954.0,-6.0,0,0,,,,,,
4838193,2015,10,29,4,F9,1014,N933FR,12266,14100,1540,1541.0,1.0,16.0,1557.0,190.0,202.0,176.0,1325,1953.0,10.0,1950,2003.0,13.0,0,0,,,,,,
602650,2015,2,9,1,VX,357,N851VA,BOS,SFO,1859,,,,,405.0,,,2704,,,2244,,,0,1,C,,,,,
3654966,2015,8,15,6,UA,1982,N17229,DEN,SFO,1423,1420.0,-3.0,11.0,1431.0,160.0,148.0,130.0,967,1541.0,7.0,1603,1548.0,-15.0,0,0,,,,,,
595792,2015,2,9,1,HA,144,N478HA,LIH,HNL,1204,1315.0,71.0,10.0,1325.0,33.0,35.0,21.0,102,1346.0,4.0,1237,1350.0,73.0,0,0,,0.0,0.0,3.0,70.0,0.0
1803355,2015,4,25,6,UA,1760,N69813,IAD,PDX,1740,1749.0,9.0,17.0,1806.0,339.0,319.0,299.0,2327,2005.0,3.0,2019,2008.0,-11.0,0,0,,,,,,
2489458,2015,6,7,7,DL,845,N944DL,ATL,PBI,1002,957.0,-5.0,16.0,1013.0,117.0,99.0,77.0,545,1130.0,6.0,1159,1136.0,-23.0,0,0,,,,,,
5424996,2015,12,6,7,OO,5266,N710SK,DEN,RAP,1512,1504.0,-8.0,17.0,1521.0,71.0,71.0,49.0,300,1610.0,5.0,1623,1615.0,-8.0,0,0,,,,,,
1558873,2015,4,10,5,OO,6484,N984CA,SFO,SBA,1350,1349.0,-1.0,17.0,1406.0,80.0,69.0,48.0,262,1454.0,4.0,1510,1458.0,-12.0,0,0,,,,,,
2857946,2015,6,29,1,AA,1003,N555AA,DFW,IAD,715,712.0,-3.0,17.0,729.0,183.0,163.0,142.0,1172,1051.0,4.0,1118,1055.0,-23.0,0,0,,,,,,
4140131,2015,9,15,2,MQ,3362,N688MQ,EVV,ORD,1105,1054.0,-11.0,12.0,1106.0,86.0,73.0,55.0,272,1201.0,6.0,1231,1207.0,-24.0,0,0,,,,,,
3572283,2015,8,10,1,NK,719,N619NK,DFW,DEN,1630,1646.0,16.0,24.0,1710.0,122.0,147.0,115.0,641,1805.0,8.0,1732,1813.0,41.0,0,0,,25.0,0.0,16.0,0.0,0.0
5220229,2015,11,23,1,WN,3170,N551WN,CMH,MCO,655,652.0,-3.0,20.0,712.0,140.0,129.0,102.0,802,854.0,7.0,915,901.0,-14.0,0,0,,,,,,
4837762,2015,10,29,4,OO,4588,N439SW,13487,10627,1514,1512.0,-2.0,14.0,1526.0,87.0,85.0,67.0,386,1633.0,4.0,1641,1637.0,-4.0,0,0,,,,,,
4963611,2015,11,6,5,OO,5174,N779SK,IAH,DFW,1546,1545.0,-1.0,16.0,1601.0,79.0,62.0,40.0,224,1641.0,6.0,1705,1647.0,-18.0,0,0,,,,,,
5599794,2015,12,17,4,MQ,3128,N603MQ,ORD,CVG,1835,1833.0,-2.0,19.0,1852.0,76.0,73.0,49.0,264,2041.0,5.0,2051,2046.0,-5.0,0,0,,,,,,
2176946,2015,5,18,1,AA,1127,N3KEAA,DFW,SFO,2025,2050.0,25.0,16.0,2106.0,238.0,216.0,196.0,1464,2222.0,4.0,2223,2226.0,3.0,0,0,,,,,,
983294,2015,3,6,5,OO,5430,N693BR,ORD,DLH,851,848.0,-3.0,21.0,909.0,95.0,95.0,65.0,397,1014.0,9.0,1026,1023.0,-3.0,0,0,,,,,,
2424992,2015,6,3,3,UA,549,N471UA,PIT,ORD,1037,1033.0,-4.0,8.0,1041.0,98.0,72.0,60.0,413,1041.0,4.0,1115,1045.0,-30.0,0,0,,,,,,
2924697,2015,7,3,5,MQ,3065,N601MQ,SGF,ORD,600,552.0,-8.0,19.0,611.0,101.0,104.0,65.0,438,716.0,20.0,741,736.0,-5.0,0,0,,,,,,
5683250,2015,12,23,3,WN,846,N426WN,ABQ,MDW,530,538.0,8.0,11.0,549.0,165.0,149.0,134.0,1121,903.0,4.0,915,907.0,-8.0,0,0,,,,,,
2207680,2015,5,20,3,EV,4254,N12564,IAH,LIT,1735,1736.0,1.0,16.0,1752.0,80.0,75.0,54.0,374,1846.0,5.0,1855,1851.0,-4.0,0,0,,,,,,
5048487,2015,11,12,4,WN,382,N269WN,DCA,MKE,655,651.0,-4.0,13.0,704.0,125.0,121.0,102.0,634,746.0,6.0,800,752.0,-8.0,0,0,,,,,,
5200382,2015,11,21,6,DL,787,N971AT,ATL,TRI,1640,1641.0,1.0,10.0,1651.0,65.0,51.0,37.0,227,1728.0,4.0,1745,1732.0,-13.0,0,0,,,,,,
4078796,2015,9,11,5,OO,2884,N464SW,TUS,LAX,950,944.0,-6.0,14.0,958.0,99.0,90.0,71.0,451,1109.0,5.0,1129,1114.0,-15.0,0,0,,,,,,
1179970,2015,3,18,3,OO,2765,N944SW,FLG,PHX,1030,1030.0,0.0,5.0,1035.0,46.0,40.0,26.0,119,1101.0,9.0,1116,1110.0,-6.0,0,0,,,,,,
1191984,2015,3,19,4,B6,929,N583JB,JFK,RSW,605,559.0,-6.0,19.0,618.0,188.0,184.0,162.0,1074,900.0,3.0,913,903.0,-10.0,0,0,,,,,,
788656,2015,2,21,6,WN,3744,N481WN,PHX,SAN,1945,1950.0,5.0,16.0,2006.0,65.0,73.0,48.0,304,1954.0,9.0,1950,2003.0,13.0,0,0,,,,,,
2231519,2015,5,22,5,EV,5179,N147PQ,HPN,ATL,725,721.0,-4.0,11.0,732.0,136.0,138.0,118.0,780,930.0,9.0,941,939.0,-2.0,0,0,,,,,,
5371975,2015,12,3,4,AA,398,N3HFAA,ORD,LGA,558,551.0,-7.0,11.0,602.0,121.0,119.0,104.0,733,846.0,4.0,859,850.0,-9.0,0,0,,,,,,
3740297,2015,8,20,4,OO,4714,N439SW,ATW,MSP,1726,1721.0,-5.0,17.0,1738.0,65.0,69.0,45.0,236,1823.0,7.0,1831,1830.0,-1.0,0,0,,,,,,
1703047,2015,4,19,7,AS,791,N625AS,ABQ,SEA,1540,1530.0,-10.0,16.0,1546.0,190.0,184.0,160.0,1180,1726.0,8.0,1750,1734.0,-16.0,0,0,,,,,,
3654588,2015,8,15,6,WN,3538,N969WN,BUR,SMF,1355,1352.0,-3.0,7.0,1359.0,75.0,62.0,52.0,358,1451.0,3.0,1510,1454.0,-16.0,0,0,,,,,,
2309281,2015,5,27,3,UA,1170,N14228,EWR,FLL,914,913.0,-1.0,28.0,941.0,198.0,174.0,142.0,1065,1203.0,4.0,1232,1207.0,-25.0,0,0,,,,,,
145947,2015,1,10,6,UA,1278,N14242,LAX,SFO,1014,1015.0,1.0,17.0,1032.0,99.0,84.0,58.0,337,1130.0,9.0,1153,1139.0,-14.0,0,0,,,,,,
2019723,2015,5,9,6,UA,653,N841UA,PHL,SFO,630,625.0,-5.0,13.0,638.0,368.0,345.0,322.0,2521,900.0,10.0,938,910.0,-28.0,0,0,,,,,,
4019153,2015,9,7,1,WN,3165,N8320J,SJU,MCO,1330,1327.0,-3.0,14.0,1341.0,185.0,178.0,157.0,1189,1618.0,7.0,1635,1625.0,-10.0,0,0,,,,,,
1017755,2015,3,8,7,UA,785,N548UA,IAH,LAX,1300,1321.0,21.0,20.0,1341.0,225.0,213.0,181.0,1379,1442.0,12.0,1445,1454.0,9.0,0,0,,,,,,
3675556,2015,8,16,7,UA,1460,N18220,EWR,LAS,2000,2007.0,7.0,22.0,2029.0,336.0,299.0,270.0,2227,2159.0,7.0,2236,2206.0,-30.0,0,0,,,,,,
850170,2015,2,25,3,MQ,3073,N525MQ,DSM,ORD,1809,1903.0,54.0,61.0,2004.0,85.0,238.0,56.0,299,2100.0,121.0,1934,2301.0,207.0,0,0,,153.0,0.0,0.0,49.0,5.0
3592525,2015,8,11,2,UA,1966,N38473,IAD,LAX,1930,1927.0,-3.0,10.0,1937.0,337.0,310.0,289.0,2288,2126.0,11.0,2207,2137.0,-30.0,0,0,,,,,,
1892351,2015,5,1,5,OO,2753,N821AS,PHX,FLG,848,844.0,-4.0,33.0,917.0,57.0,62.0,25.0,119,942.0,4.0,945,946.0,1.0,0,0,,,,,,
212057,2015,1,14,3,DL,492,N914DL,JFK,ATL,1735,1804.0,29.0,34.0,1838.0,168.0,154.0,113.0,760,2031.0,7.0,2023,2038.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
3920847,2015,9,1,2,MQ,3482,N542MQ,COU,ORD,500,459.0,-1.0,11.0,510.0,85.0,77.0,62.0,315,612.0,4.0,625,616.0,-9.0,0,0,,,,,,
1453856,2015,4,3,5,EV,4752,N10575,ORD,GRB,2230,2227.0,-3.0,25.0,2252.0,58.0,62.0,33.0,173,2325.0,4.0,2328,2329.0,1.0,0,0,,,,,,
458193,2015,1,31,6,WN,2458,N375SW,SEA,DEN,600,602.0,2.0,22.0,624.0,155.0,155.0,128.0,1024,932.0,5.0,935,937.0,2.0,0,0,,,,,,
3669726,2015,8,16,7,DL,890,N6716C,ATL,SLC,1415,1413.0,-2.0,13.0,1426.0,244.0,225.0,207.0,1590,1553.0,5.0,1619,1558.0,-21.0,0,0,,,,,,
5675229,2015,12,22,2,WN,3203,N261WN,LAX,SJC,1355,1414.0,19.0,9.0,1423.0,70.0,67.0,55.0,308,1518.0,3.0,1505,1521.0,16.0,0,0,,0.0,0.0,0.0,16.0,0.0
2693131,2015,6,19,5,DL,1856,N926AT,ATL,MLB,920,919.0,-1.0,19.0,938.0,89.0,89.0,64.0,442,1042.0,6.0,1049,1048.0,-1.0,0,0,,,,,,
5329531,2015,11,30,1,WN,2794,7819A,DAL,MCI,1135,1133.0,-2.0,10.0,1143.0,85.0,76.0,62.0,460,1245.0,4.0,1300,1249.0,-11.0,0,0,,,,,,
5213308,2015,11,22,7,B6,823,N636JB,DCA,MCO,1559,1744.0,105.0,29.0,1813.0,143.0,161.0,128.0,759,2021.0,4.0,1822,2025.0,123.0,0,0,,18.0,0.0,15.0,90.0,0.0
401333,2015,1,27,2,US,1943,N153UW,CLT,SEA,1145,1143.0,-2.0,25.0,1208.0,356.0,346.0,313.0,2279,1421.0,8.0,1441,1429.0,-12.0,0,0,,,,,,
481411,2015,2,1,7,AA,2237,N3KVAA,DCA,DFW,1900,1851.0,-9.0,19.0,1910.0,214.0,213.0,190.0,1192,2120.0,4.0,2134,2124.0,-10.0,0,0,,,,,,
2576210,2015,6,12,5,EV,2648,N902EV,GRK,DFW,1030,1021.0,-9.0,10.0,1031.0,54.0,71.0,37.0,134,1108.0,24.0,1124,1132.0,8.0,0,0,,,,,,
1108068,2015,3,13,5,AA,1561,N403AA,DFW,EWR,1920,1919.0,-1.0,17.0,1936.0,184.0,194.0,168.0,1372,2324.0,9.0,2324,2333.0,9.0,0,0,,,,,,
3234963,2015,7,21,2,DL,1729,N607AT,BUF,DTW,1726,1724.0,-2.0,11.0,1735.0,68.0,59.0,41.0,241,1816.0,7.0,1834,1823.0,-11.0,0,0,,,,,,
394691,2015,1,26,1,WN,705,N382SW,SLC,OAK,2135,2127.0,-8.0,8.0,2135.0,115.0,98.0,83.0,588,2158.0,7.0,2230,2205.0,-25.0,0,0,,,,,,
770606,2015,2,20,5,AA,1489,N3EAAA,LGA,MIA,1525,1527.0,2.0,42.0,1609.0,214.0,241.0,154.0,1096,1843.0,45.0,1859,1928.0,29.0,0,0,,29.0,0.0,0.0,0.0,0.0
3538777,2015,8,8,6,WN,4534,N402WN,IND,RSW,1535,1530.0,-5.0,16.0,1546.0,145.0,139.0,118.0,945,1744.0,5.0,1800,1749.0,-11.0,0,0,,,,,,
3203544,2015,7,19,7,WN,4158,N489WN,PHX,OAK,2045,2043.0,-2.0,6.0,2049.0,115.0,99.0,87.0,646,2216.0,6.0,2240,2222.0,-18.0,0,0,,,,,,
3366951,2015,7,29,3,WN,2421,N729SW,MDW,DTW,1345,1610.0,145.0,12.0,1622.0,75.0,60.0,42.0,228,1804.0,6.0,1600,1810.0,130.0,0,0,,130.0,0.0,0.0,0.0,0.0
1543677,2015,4,9,4,US,765,N825AW,DTW,CLT,1529,1607.0,38.0,19.0,1626.0,110.0,99.0,75.0,500,1741.0,5.0,1719,1746.0,27.0,0,0,,0.0,0.0,0.0,27.0,0.0
1070286,2015,3,11,3,UA,210,N427UA,EWR,AUS,1529,1527.0,-2.0,14.0,1541.0,260.0,232.0,214.0,1504,1815.0,4.0,1849,1819.0,-30.0,0,0,,,,,,
2145692,2015,5,17,7,DL,1143,N943DL,CVG,ATL,600,555.0,-5.0,14.0,609.0,85.0,85.0,63.0,373,712.0,8.0,725,720.0,-5.0,0,0,,,,,,
3903535,2015,8,30,7,AA,423,N550UW,CLT,PHX,2210,2206.0,-4.0,19.0,2225.0,252.0,251.0,221.0,1773,2306.0,11.0,2322,2317.0,-5.0,0,0,,,,,,
4258337,2015,9,22,2,OO,4472,N629BR,GRR,MSP,2020,2020.0,0.0,5.0,2025.0,91.0,76.0,67.0,408,2032.0,4.0,2051,2036.0,-15.0,0,0,,,,,,
3712398,2015,8,19,3,MQ,3337,N513MQ,ATL,LGA,632,630.0,-2.0,17.0,647.0,133.0,135.0,112.0,762,839.0,6.0,845,845.0,0.0,0,0,,,,,,
5571690,2015,12,16,3,WN,3059,N8650F,PVD,MCO,635,633.0,-2.0,11.0,644.0,190.0,172.0,155.0,1072,919.0,6.0,945,925.0,-20.0,0,0,,,,,,
4057866,2015,9,9,3,DL,2582,N896AT,ATL,ABE,2100,2059.0,-1.0,33.0,2132.0,122.0,133.0,96.0,692,2308.0,4.0,2302,2312.0,10.0,0,0,,,,,,
2804418,2015,6,25,4,WN,3491,N910WN,LAS,MSY,1930,1948.0,18.0,9.0,1957.0,205.0,193.0,180.0,1500,57.0,4.0,55,101.0,6.0,0,0,,,,,,
948275,2015,3,4,3,AS,531,N588AS,BUR,SEA,700,651.0,-9.0,9.0,700.0,150.0,154.0,138.0,937,918.0,7.0,930,925.0,-5.0,0,0,,,,,,
557539,2015,2,6,5,B6,790,N203JB,DCA,BOS,1655,1700.0,5.0,15.0,1715.0,88.0,91.0,67.0,399,1822.0,9.0,1823,1831.0,8.0,0,0,,,,,,
87519,2015,1,6,2,EV,2505,N879AS,DFW,LFT,1400,1516.0,76.0,19.0,1535.0,74.0,77.0,53.0,351,1628.0,5.0,1514,1633.0,79.0,0,0,,3.0,0.0,76.0,0.0,0.0
5214708,2015,11,22,7,WN,990,N472WN,ATL,MCO,1730,1725.0,-5.0,13.0,1738.0,85.0,87.0,64.0,404,1842.0,10.0,1855,1852.0,-3.0,0,0,,,,,,
3356815,2015,7,28,2,AA,1931,N822AW,BOI,PHX,2055,2049.0,-6.0,11.0,2100.0,124.0,127.0,109.0,735,2149.0,7.0,2159,2156.0,-3.0,0,0,,,,,,
1990804,2015,5,7,4,OO,4652,N783CA,ATW,DTW,1058,1051.0,-7.0,13.0,1104.0,76.0,68.0,50.0,296,1254.0,5.0,1314,1259.0,-15.0,0,0,,,,,,
3184596,2015,7,18,6,DL,1988,N6705Y,EWR,SLC,1730,1753.0,23.0,13.0,1806.0,307.0,279.0,260.0,1969,2026.0,6.0,2037,2032.0,-5.0,0,0,,,,,,
3802243,2015,8,24,1,DL,1626,N927AT,BHM,ATL,1600,1601.0,1.0,9.0,1610.0,74.0,51.0,34.0,134,1744.0,8.0,1814,1752.0,-22.0,0,0,,,,,,
2495789,2015,6,7,7,WN,3500,N609SW,LAS,SAN,1625,1636.0,11.0,18.0,1654.0,65.0,66.0,45.0,258,1739.0,3.0,1730,1742.0,12.0,0,0,,,,,,
564770,2015,2,7,6,UA,1618,N77510,ORD,IAD,845,842.0,-3.0,17.0,859.0,106.0,102.0,79.0,589,1118.0,6.0,1131,1124.0,-7.0,0,0,,,,,,
3794115,2015,8,24,1,WN,577,N242WN,BNA,MCO,805,803.0,-2.0,14.0,817.0,105.0,106.0,83.0,616,1040.0,9.0,1050,1049.0,-1.0,0,0,,,,,,
444468,2015,1,30,5,OO,3497,N223AG,COS,SEA,800,747.0,-13.0,14.0,801.0,185.0,171.0,153.0,1068,934.0,4.0,1005,938.0,-27.0,0,0,,,,,,
4775377,2015,10,25,7,AA,660,N544UW,14107,14908,1705,1757.0,52.0,16.0,1813.0,76.0,79.0,58.0,338,1911.0,5.0,1821,1916.0,55.0,0,0,,3.0,0.0,23.0,29.0,0.0
1747194,2015,4,22,3,US,2158,N948UW,BOS,LGA,1000,956.0,-4.0,21.0,1017.0,80.0,72.0,46.0,184,1103.0,5.0,1120,1108.0,-12.0,0,0,,,,,,
2992665,2015,7,7,2,OO,2882,N864AS,ELP,LAX,1205,1202.0,-3.0,16.0,1218.0,127.0,125.0,102.0,715,1300.0,7.0,1312,1307.0,-5.0,0,0,,,,,,
5256564,2015,11,25,3,DL,449,N989DL,JFK,ATL,1200,1157.0,-3.0,28.0,1225.0,156.0,153.0,116.0,760,1421.0,9.0,1436,1430.0,-6.0,0,0,,,,,,
4888514,2015,11,2,1,WN,1898,N639SW,ONT,LAS,615,614.0,-1.0,11.0,625.0,65.0,50.0,36.0,197,701.0,3.0,720,704.0,-16.0,0,0,,,,,,
3690704,2015,8,17,1,AA,1139,N3KSAA,LGA,DFW,1751,1804.0,13.0,25.0,1829.0,244.0,212.0,177.0,1389,2026.0,10.0,2055,2036.0,-19.0,0,0,,,,,,
3361574,2015,7,29,3,WN,4551,N923WN,AUS,DEN,830,838.0,8.0,10.0,848.0,125.0,119.0,102.0,775,930.0,7.0,935,937.0,2.0,0,0,,,,,,
1063381,2015,3,11,3,WN,686,N729SW,PHX,ONT,835,833.0,-2.0,9.0,842.0,75.0,64.0,51.0,325,933.0,4.0,950,937.0,-13.0,0,0,,,,,,
636145,2015,2,12,4,EV,4585,N14573,MCI,ORD,600,551.0,-9.0,13.0,604.0,94.0,104.0,83.0,403,727.0,8.0,734,735.0,1.0,0,0,,,,,,
1017186,2015,3,8,7,MQ,3642,N619MQ,ORD,AZO,1220,1218.0,-2.0,15.0,1233.0,51.0,42.0,25.0,122,1358.0,2.0,1411,1400.0,-11.0,0,0,,,,,,
3598967,2015,8,12,3,UA,219,N211UA,ORD,HNL,905,908.0,3.0,35.0,943.0,541.0,540.0,500.0,4243,1303.0,5.0,1306,1308.0,2.0,0,0,,,,,,
1575595,2015,4,11,6,OO,5183,N979SW,DEN,AMA,1512,1502.0,-10.0,10.0,1512.0,75.0,73.0,55.0,359,1707.0,8.0,1727,1715.0,-12.0,0,0,,,,,,
3506786,2015,8,6,4,WN,3850,N634SW,ATL,LGA,1725,1819.0,54.0,42.0,1901.0,145.0,152.0,99.0,762,2040.0,11.0,1950,2051.0,61.0,0,0,,7.0,0.0,3.0,51.0,0.0
3509021,2015,8,6,4,B6,536,N304JB,FLL,SWF,1931,1956.0,25.0,12.0,2008.0,182.0,180.0,162.0,1118,2250.0,6.0,2233,2256.0,23.0,0,0,,0.0,0.0,0.0,6.0,17.0
5790062,2015,12,30,3,AA,1904,N807AW,DCA,CLT,540,535.0,-5.0,15.0,550.0,86.0,86.0,62.0,331,652.0,9.0,706,701.0,-5.0,0,0,,,,,,
3908566,2015,8,31,1,NK,475,N629NK,LGA,DTW,940,947.0,7.0,24.0,1011.0,116.0,102.0,72.0,502,1123.0,6.0,1136,1129.0,-7.0,0,0,,,,,,
1904231,2015,5,1,5,DL,1750,N965DL,ATL,JFK,2037,2034.0,-3.0,24.0,2058.0,149.0,148.0,109.0,760,2247.0,15.0,2306,2302.0,-4.0,0,0,,,,,,
4350282,2015,9,28,1,WN,3052,N7702A,BUF,BWI,1815,1823.0,8.0,7.0,1830.0,70.0,65.0,53.0,281,1923.0,5.0,1925,1928.0,3.0,0,0,,,,,,
5093260,2015,11,15,7,UA,1479,N15710,DCA,ORD,600,604.0,4.0,10.0,614.0,125.0,110.0,92.0,612,646.0,8.0,705,654.0,-11.0,0,0,,,,,,
1915473,2015,5,2,6,AA,180,N798AA,LAX,JFK,1650,1715.0,25.0,19.0,1734.0,327.0,329.0,296.0,2475,130.0,14.0,117,144.0,27.0,0,0,,2.0,0.0,25.0,0.0,0.0
3129527,2015,7,15,3,AA,2081,N123UW,RSW,CLT,1315,1312.0,-3.0,15.0,1327.0,113.0,121.0,90.0,600,1457.0,16.0,1508,1513.0,5.0,0,0,,,,,,
3858788,2015,8,28,5,AS,130,N786AS,ANC,PDX,610,604.0,-6.0,7.0,611.0,210.0,214.0,204.0,1542,1035.0,3.0,1040,1038.0,-2.0,0,0,,,,,,
3552793,2015,8,9,7,WN,729,N276WN,DEN,OKC,1415,1411.0,-4.0,12.0,1423.0,85.0,84.0,65.0,495,1628.0,7.0,1640,1635.0,-5.0,0,0,,,,,,
5379884,2015,12,3,4,AA,2311,N471AA,DFW,ORD,1340,1351.0,11.0,15.0,1406.0,147.0,148.0,118.0,802,1604.0,15.0,1607,1619.0,12.0,0,0,,,,,,
751630,2015,2,19,4,DL,760,N668DN,SMF,ATL,1251,1300.0,9.0,16.0,1316.0,257.0,241.0,216.0,2092,1952.0,9.0,2008,2001.0,-7.0,0,0,,,,,,
3454275,2015,8,3,1,WN,798,N909WN,ELP,PHX,1700,1706.0,6.0,12.0,1718.0,70.0,73.0,53.0,347,1711.0,8.0,1710,1719.0,9.0,0,0,,,,,,
2388180,2015,6,1,1,WN,462,N240WN,SJU,BWI,735,739.0,4.0,12.0,751.0,255.0,249.0,229.0,1565,1140.0,8.0,1150,1148.0,-2.0,0,0,,,,,,
3671197,2015,8,16,7,UA,669,N442UA,SMF,DEN,1543,1547.0,4.0,11.0,1558.0,141.0,127.0,109.0,909,1847.0,7.0,1904,1854.0,-10.0,0,0,,,,,,
4772519,2015,10,25,7,AS,641,N461AS,15376,14747,1408,1405.0,-3.0,7.0,1412.0,187.0,175.0,160.0,1216,1652.0,8.0,1715,1700.0,-15.0,0,0,,,,,,
1190388,2015,3,18,3,WN,190,N8324A,MDW,MHT,2120,2121.0,1.0,8.0,2129.0,120.0,108.0,96.0,838,5.0,4.0,20,9.0,-11.0,0,0,,,,,,
1479325,2015,4,5,7,WN,477,N8663A,SAN,SJC,1750,1805.0,15.0,14.0,1819.0,80.0,82.0,64.0,417,1923.0,4.0,1910,1927.0,17.0,0,0,,2.0,0.0,3.0,12.0,0.0
2476144,2015,6,6,6,AA,271,N5FDAA,LAX,OGG,1115,1112.0,-3.0,11.0,1123.0,343.0,332.0,312.0,2486,1335.0,9.0,1358,1344.0,-14.0,0,0,,,,,,
2522025,2015,6,9,2,DL,2309,N965DN,ATL,STL,810,808.0,-2.0,13.0,821.0,98.0,96.0,77.0,484,838.0,6.0,848,844.0,-4.0,0,0,,,,,,
4542196,2015,10,10,6,UA,1557,N76508,13830,14771,2125,2127.0,2.0,9.0,2136.0,298.0,292.0,278.0,2338,514.0,5.0,523,519.0,-4.0,0,0,,,,,,
3734869,2015,8,20,4,DL,1385,N366NB,DTW,TVC,1200,1202.0,2.0,20.0,1222.0,71.0,59.0,35.0,207,1257.0,4.0,1311,1301.0,-10.0,0,0,,,,,,
1512804,2015,4,7,2,WN,1230,N274WN,PHX,DTW,1750,1840.0,50.0,5.0,1845.0,215.0,210.0,188.0,1671,53.0,17.0,25,110.0,45.0,0,0,,0.0,0.0,0.0,45.0,0.0
2530800,2015,6,9,2,OO,4475,N629BR,ISN,MSP,1652,1633.0,-19.0,11.0,1644.0,107.0,85.0,70.0,546,1754.0,4.0,1839,1758.0,-41.0,0,0,,,,,,
2487050,2015,6,7,7,AS,506,N520AS,SEA,SNA,740,731.0,-9.0,13.0,744.0,165.0,153.0,136.0,978,1000.0,4.0,1025,1004.0,-21.0,0,0,,,,,,
150962,2015,1,10,6,OO,5225,N751SK,SFO,OKC,1615,1848.0,153.0,14.0,1902.0,191.0,185.0,166.0,1384,2348.0,5.0,2126,2353.0,147.0,0,0,,0.0,0.0,147.0,0.0,0.0
1285730,2015,3,24,2,DL,1992,N129DL,MCO,MSP,1825,1842.0,17.0,12.0,1854.0,210.0,199.0,184.0,1310,2058.0,3.0,2055,2101.0,6.0,0,0,,,,,,
